School Name,SAT Average Overall,% Male Students Completed within 2yrs,% Male Students Completed within 3yrs,% Male Students Completed within 4yrs,% Male Students Completed within 6yrs,% Male Students Completed within 8yrs,% Male Students Withdrawn by 2yrs,% Male Students Withdrawn by 3yrs,% Male Students Withdrawn by 4yrs,% Male Students Withdrawn by 6yrs,% Male Students Withdrawn by 8yrs,% Female Students Completed within 2yrs,% Female Students Completed within 3yrs,% Female Students Completed within 4yrs,% Female Students Completed within 6yrs,% Female Students Completed within 8yrs,% Female Students Withdrawn by 2yrs,% Female Students Withdrawn by 3yrs,% Female Students Withdrawn by 4yrs,% Female Students Withdrawn by 6yrs,% Female Students Withdrawn by 8yrs,School_Id,School Latitude,School Longitude
Calvin University,1246.0,0.0,58.66,61.81,71.43,60.92,16.67,10.6,14.24,7.74,11.69,0.0,59.16,70.77,72.71,66.75,5.61,10.21,7.69,6.04,6.55,16908000,4292.99,-8558.75
Central Michigan University,1120.0,8.63,31.24,51.56,57.39,54.11,17.48,16.11,15.14,13.53,14.68,11.31,38.45,57.32,62.58,60.69,11.51,9.79,9.76,9.58,7.64,16924800,4359.12,-8477.52
Cleary University,1059.0,0.0,42.62,49.18,44.64,45.83,29.33,22.95,21.31,0.0,0.0,0.0,55.0,53.85,39.13,38.04,25.35,12.5,15.38,0.0,0.0,16932700,4258.66,-8388.0
Concordia University Ann Arbor,1085.0,7.06,35.81,41.24,41.8,38.62,17.52,19.36,18.2,18.95,18.7,15.21,46.35,51.19,48.44,42.11,14.93,14.33,14.85,17.35,18.42,16936300,4227.32,-8368.27
University of Detroit Mercy,1172.0,16.15,49.75,53.43,62.27,56.33,10.42,10.45,15.69,10.0,10.04,21.56,57.05,65.62,63.56,64.82,9.4,10.91,6.25,8.9,5.53,16971600,4241.42,-8313.92
Eastern Michigan University,1061.0,13.09,25.86,39.29,40.91,41.27,23.99,26.25,25.36,24.45,24.46,15.84,25.39,40.27,48.69,46.69,18.52,20.06,18.44,16.59,15.94,16979800,4225.17,-8362.74
Ferris State University,1047.0,19.32,34.64,47.13,51.16,50.14,26.24,23.6,20.63,21.32,18.16,16.98,35.66,49.8,51.99,50.13,17.3,17.19,15.51,17.35,15.34,16991000,4368.77,-8548.19
Kettering University,1257.0,0.0,13.78,59.57,54.64,46.79,0.0,0.0,0.0,0.0,25.23,0.0,19.72,72.73,64.29,49.21,0.0,0.0,0.0,0.0,31.75,16998300,4301.25,-8371.28
Cornerstone University,1109.0,8.33,36.36,46.45,40.52,27.45,22.73,23.3,27.32,31.47,38.43,14.54,35.88,45.09,43.32,36.15,14.98,29.1,19.63,29.14,27.18,17003700,4298.0,-8559.53
Hillsdale College,1441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17028600,4193.37,-8463.32
Hope College,1240.0,4.81,57.87,71.56,70.98,54.15,8.65,8.33,8.0,9.38,18.34,3.7,74.84,81.99,81.57,64.36,3.99,3.73,4.82,4.23,11.39,17030100,4278.73,-8610.21
Kalamazoo College,1275.0,0.0,59.34,64.84,71.83,72.22,12.0,17.58,0.0,0.0,0.0,0.0,68.7,79.84,84.21,79.58,5.62,10.69,0.0,0.0,0.0,17053200,4229.08,-8560.19
Lake Superior State University,1069.0,9.09,29.25,40.24,37.88,34.55,32.09,26.89,33.33,29.55,27.58,7.53,26.41,39.13,38.85,47.22,20.08,24.65,23.55,25.68,16.39,17063900,4649.28,-8436.56
Madonna University,1034.0,20.2,26.19,46.25,48.61,53.8,30.54,18.45,20.0,18.75,15.79,21.36,45.54,57.58,60.47,53.82,11.89,12.2,11.57,11.89,15.08,17080600,4238.43,-8340.47
Michigan State University,1220.0,10.63,49.47,69.01,76.88,76.94,10.74,10.87,9.64,8.74,8.47,12.83,55.48,75.5,80.89,77.85,6.88,6.39,5.96,4.96,4.99,17110000,4273.21,-8447.61
Michigan Technological University,1256.0,5.39,30.26,55.2,64.68,62.75,11.3,13.64,13.33,11.21,11.74,5.77,36.03,66.24,69.64,69.4,12.82,7.74,9.32,10.0,7.46,17112800,4711.87,-8854.81
University of Michigan-Dearborn,1180.0,15.42,30.86,45.49,51.25,51.63,14.22,13.64,15.16,17.52,16.92,14.68,31.6,46.84,51.07,52.61,15.82,14.56,13.94,14.84,10.99,17113700,4231.73,-8323.14
University of Michigan-Flint,1141.0,15.08,26.58,38.05,43.4,45.07,25.52,23.42,23.91,21.88,20.39,16.7,29.66,39.02,49.77,51.88,19.83,16.02,19.45,16.62,12.97,17114600,4301.88,-8369.03
Oakland University,1117.0,12.74,33.39,46.66,52.74,49.26,17.86,15.59,16.87,15.71,16.91,18.34,38.99,55.31,59.35,51.64,12.7,12.43,10.92,9.16,11.13,17157100,4267.46,-8321.64
Olivet College,1019.0,0.0,26.94,36.61,39.48,42.01,30.74,25.71,23.5,14.16,20.12,0.0,48.77,53.27,51.15,54.26,22.22,9.88,16.82,14.5,8.53,17159900,4244.29,-8492.39
Saginaw Valley State University,1069.0,8.79,15.85,27.92,32.3,38.31,22.14,20.76,27.78,25.99,21.82,9.77,23.0,38.08,43.97,45.52,13.09,18.03,14.33,16.52,9.93,17205100,4351.18,-8396.43
Wayne State University,1155.0,18.15,33.52,42.46,44.36,44.11,19.99,18.86,20.36,20.36,22.19,19.84,37.25,47.26,47.04,42.34,14.03,14.0,14.04,14.94,15.36,17264400,4235.9,-8306.9
Western Michigan University,1122.0,10.69,29.76,46.32,53.92,56.32,17.76,18.77,19.21,17.35,15.48,13.56,35.67,51.07,60.93,59.37,13.03,14.64,15.31,10.78,10.52,17269900,4228.22,-8561.38
Augsburg University,1074.0,18.87,40.36,55.56,51.95,50.47,18.87,15.06,20.92,19.48,18.5,21.59,47.86,59.03,63.47,58.17,11.96,12.34,13.75,9.59,14.68,17304500,4496.63,-9324.04
Bemidji State University,1120.0,18.27,34.42,38.16,38.8,38.25,23.69,25.58,26.33,27.51,25.5,25.64,44.92,48.32,48.1,46.7,16.24,14.85,14.57,16.03,18.07,17312400,4748.23,-9487.41
Bethel University,1188.0,9.83,47.62,50.39,58.27,57.28,20.68,17.06,24.42,12.95,17.22,13.5,52.46,59.91,64.85,57.38,10.13,11.83,16.78,9.51,12.2,17316000,4505.77,-9316.17
Carleton College,1482.0,0.0,85.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17325800,4446.23,-9315.47
Concordia College at Moorhead,1150.0,6.4,54.03,63.35,62.33,58.26,14.29,16.11,16.77,0.0,7.8,7.54,61.26,69.15,75.52,69.53,6.23,11.46,7.45,0.0,5.47,17330000,4686.25,-9676.75
Martin Luther College,1187.0,0.0,50.0,63.53,67.71,64.18,0.0,0.0,0.0,0.0,0.0,0.0,55.29,74.03,70.83,72.73,0.0,0.0,0.0,0.0,0.0,17345200,4430.53,-9447.23
Gustavus Adolphus College,1330.0,0.0,58.82,72.15,71.81,73.73,13.83,14.71,7.76,4.85,0.0,0.0,75.82,79.13,77.36,73.64,4.51,5.33,5.91,4.15,0.0,17364700,4432.36,-9397.22
Hamline University,1140.0,11.79,48.61,56.89,61.69,58.33,23.59,19.44,15.11,15.32,11.11,16.36,54.4,64.54,66.94,62.95,10.29,14.25,10.8,6.99,6.05,17366500,4496.62,-9316.45
Macalester College,1421.0,0.0,60.0,83.09,90.15,84.68,0.0,0.0,0.0,0.0,0.0,0.0,59.87,88.56,94.64,86.67,0.0,0.0,0.0,0.0,0.0,17390200,4493.86,-9316.81
Minnesota State University-Mankato,1120.0,12.25,30.77,41.17,48.38,48.0,20.88,23.66,23.89,23.4,18.67,15.34,33.41,46.64,53.47,52.69,12.83,13.02,11.31,11.49,9.28,17392000,4414.67,-9399.94
University of Minnesota-Twin Cities,1370.0,22.88,60.22,70.43,72.61,71.67,11.79,12.23,11.64,10.64,10.7,23.09,66.57,75.77,76.64,75.6,8.85,9.24,7.28,6.45,6.61,17406600,4497.29,-9323.55
University of Minnesota-Duluth,1220.0,9.27,36.75,55.65,55.61,53.51,15.06,15.46,14.34,17.1,15.5,12.5,45.02,59.15,55.36,53.14,10.43,9.75,9.63,9.28,10.37,17423300,4681.71,-9208.44
Minnesota State University Moorhead,1120.0,19.01,33.01,40.59,44.04,41.46,24.79,26.52,28.96,24.74,23.6,23.91,47.08,55.21,56.37,53.89,15.76,14.51,16.26,13.68,10.72,17435800,4686.72,-9675.95
College of Saint Benedict,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17474700,4556.18,-9431.99
Saint Cloud State University,1085.0,11.87,28.09,36.47,43.78,44.76,26.76,24.18,25.34,25.49,23.71,15.65,32.71,42.12,47.48,46.13,20.56,18.22,15.9,15.92,16.36,17478300,4555.32,-9415.27
Saint Johns University,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17479200,4558.01,-9439.36
St Olaf College,1381.0,0.0,75.88,77.14,85.8,78.49,13.04,7.89,0.0,0.0,0.0,0.0,83.67,86.75,89.06,88.46,5.96,3.74,0.0,0.0,0.0,17484400,4446.15,-9318.2
The College of Saint Scholastica,1205.0,26.09,47.53,58.82,60.45,52.97,12.56,13.0,14.71,12.27,13.98,36.41,68.13,69.75,70.72,65.43,8.72,8.01,7.64,7.07,9.17,17489900,4681.61,-9210.61
University of St Thomas,1222.0,11.44,50.19,65.31,62.44,69.77,8.29,10.56,14.81,16.79,9.77,10.05,60.65,67.34,61.63,73.43,5.9,5.89,9.62,12.9,6.14,17491400,4494.34,-9318.9
St Catherine University,1133.0,40.0,43.18,58.33,57.45,35.71,21.54,22.73,0.0,0.0,0.0,27.25,46.38,57.66,59.1,51.84,12.7,13.82,0.0,0.0,0.0,17500500,4492.49,-9318.38
Winona State University,1120.0,15.07,37.59,50.5,54.99,56.68,21.81,19.05,17.22,17.16,15.18,17.95,48.25,63.83,61.85,61.61,12.48,9.27,7.3,6.62,7.74,17527200,4404.62,-9164.37
Alcorn State University,1086.0,4.77,21.39,28.36,25.72,17.12,47.24,35.29,39.1,41.33,36.97,8.23,31.74,34.45,36.46,25.44,35.78,25.29,21.2,20.22,23.38,17534200,3187.72,-9114.29
Belhaven University,1106.0,18.43,31.94,41.9,38.13,37.92,28.57,23.19,26.98,27.42,22.68,21.43,34.34,45.2,46.19,45.06,22.94,22.63,22.6,18.43,16.95,17542100,3231.84,-9016.92
Blue Mountain Christian University,1068.0,15.6,35.0,41.07,25.0,0.0,22.02,20.0,0.0,29.17,43.75,26.55,40.0,54.29,28.7,0.0,10.62,20.87,0.0,26.85,38.54,17543000,3467.21,-8902.92
Delta State University,1020.0,15.07,30.18,35.59,22.71,12.34,20.55,20.7,25.98,33.56,35.06,31.46,38.26,40.05,21.41,21.21,12.21,14.29,13.5,21.21,23.58,17561600,3374.47,-9073.54
Jackson State University,975.0,12.3,20.19,29.87,30.78,28.74,27.15,26.76,31.28,34.75,32.0,19.41,30.18,38.06,40.98,43.14,17.53,21.35,20.41,23.09,18.14,17585600,3229.61,-9020.74
Millsaps College,1208.0,0.0,35.05,19.54,58.02,51.69,0.0,17.53,26.44,0.0,0.0,0.0,54.74,15.66,82.54,76.32,0.0,15.79,44.58,0.0,0.0,17598000,3232.27,-9018.0
University of Mississippi,1201.0,14.61,30.72,40.6,41.14,51.11,16.29,18.82,21.66,28.85,19.96,20.91,40.16,51.68,55.11,57.03,10.19,13.37,15.63,15.74,11.02,17601700,3436.55,-8953.74
Mississippi University for Women,1083.0,29.11,43.01,46.49,53.12,52.8,17.72,15.05,20.18,13.28,19.2,42.54,52.04,60.62,60.07,52.03,8.36,11.13,9.24,8.22,14.02,17603500,3349.33,-8841.86
Mississippi Valley State University,900.0,5.12,8.02,8.79,18.24,15.14,32.08,38.82,39.56,41.51,32.27,5.08,14.77,13.28,21.33,22.71,29.66,30.77,32.77,25.33,19.67,17604400,3351.41,-9034.13
Mississippi College,1185.0,18.63,40.43,45.45,46.63,43.15,13.69,11.19,13.09,13.8,13.12,24.44,48.73,55.25,55.22,55.48,10.26,8.9,6.62,9.28,7.53,17605300,3233.55,-9032.98
Mississippi State University,1228.0,12.67,32.09,47.87,53.39,51.15,16.95,17.26,18.25,19.53,18.7,16.15,41.83,50.79,56.0,53.84,12.84,12.16,13.37,12.11,11.8,17608000,3345.49,-8879.01
University of Southern Mississippi,1135.0,8.8,15.67,18.65,31.37,40.51,26.17,34.85,35.56,35.81,28.74,12.39,24.27,23.89,40.78,43.57,17.78,22.1,30.14,21.43,17.47,17637200,3132.66,-8933.12
Tougaloo College,992.0,0.0,12.77,0.0,32.0,31.11,33.33,29.79,44.16,28.0,28.89,0.0,25.29,0.0,45.4,44.16,14.74,17.82,23.31,20.25,12.69,17640600,3240.3,-9016.08
William Carey University,1217.0,17.12,26.03,36.43,35.51,36.02,15.77,21.9,25.58,22.1,15.64,25.54,36.78,41.46,49.79,47.15,16.67,14.54,18.29,14.58,11.92,17647900,3130.53,-8929.18
Avila University,1050.0,15.38,21.99,34.01,46.15,34.62,23.08,18.44,23.13,16.08,20.0,19.05,33.33,49.08,55.33,52.51,18.61,15.89,12.55,10.65,10.42,17662800,3891.34,-9459.18
Calvary University,1068.0,0.0,0.0,0.0,0.0,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,17678900,3883.96,-9454.79
Central Methodist University-College of Liberal Arts and Sciences,1058.0,21.66,30.94,31.77,36.71,44.6,22.02,27.69,24.75,24.68,17.99,37.83,37.09,47.34,51.6,55.08,11.83,14.26,15.68,13.35,16.95,17694700,3915.05,-9268.53
Conception Seminary College,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17708300,4024.04,-9468.28
Cottey College,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17711700,3783.61,-9437.13
Culver-Stockton College,1102.0,12.83,33.99,35.0,46.58,37.11,15.51,18.3,22.14,22.6,18.87,11.95,44.1,59.39,57.93,48.11,11.95,13.66,11.52,13.79,10.38,17714400,4012.9,-9152.94
Drury University,1249.0,20.97,23.86,25.55,26.82,38.55,28.84,33.51,38.94,39.39,33.56,15.8,29.78,40.97,43.67,43.7,25.65,23.94,25.14,23.05,20.45,17721400,3721.97,-9328.62
Fontbonne University,1100.0,0.0,30.14,51.16,50.0,43.48,12.12,17.81,11.63,0.0,17.39,0.0,40.0,60.82,70.95,53.75,26.49,13.6,10.31,0.0,13.75,17741800,3864.27,-9031.57
Hannibal-LaGrange University,1116.0,16.49,24.39,43.62,34.91,46.15,20.62,34.15,21.28,16.98,18.27,38.03,53.76,54.7,53.37,49.75,12.68,13.98,14.92,19.17,14.72,17754200,3972.9,-9139.09
Lindenwood University,1138.0,17.28,34.19,43.53,41.21,42.4,24.16,25.17,24.75,23.4,20.63,23.23,40.42,48.78,53.23,52.49,16.79,20.87,19.43,14.72,14.35,17796800,3878.54,-9050.13
Maryville University of Saint Louis,1132.0,12.01,31.73,51.12,54.5,54.07,17.53,24.5,21.35,21.69,8.72,15.28,38.59,57.11,60.89,58.68,12.91,13.73,11.93,10.67,10.11,17805900,3864.48,-9050.6
Missouri Baptist University,1124.0,19.35,33.33,32.23,37.55,36.03,23.39,20.65,24.18,23.42,23.53,30.3,51.32,56.84,56.83,56.0,11.57,14.66,13.98,15.22,15.73,17824400,3864.15,-9046.26
Missouri Southern State University,1083.0,12.95,20.77,23.44,30.41,32.06,35.43,35.46,41.99,36.99,30.84,15.12,26.61,35.3,41.53,42.81,26.62,24.6,26.55,24.1,20.3,17834100,3709.52,-9446.17
Missouri Valley College,970.0,0.0,10.48,17.7,18.48,15.26,44.72,30.59,25.57,24.09,28.9,0.0,28.09,36.76,25.23,35.94,17.54,16.29,15.2,23.39,15.67,17836900,3910.85,-9319.07
University of Missouri-Columbia,1263.0,8.46,36.92,59.83,60.44,56.51,10.77,11.76,11.73,12.39,13.28,11.7,54.39,64.44,71.66,63.81,6.21,5.94,7.29,6.28,7.8,17839600,3894.53,-9232.88
University of Missouri-Kansas City,1239.0,22.8,37.26,46.45,49.57,48.67,20.2,21.93,24.69,21.64,19.87,20.54,37.51,44.96,51.08,47.21,17.09,18.95,16.79,15.56,12.88,17840200,3903.42,-9458.21
Missouri University of Science and Technology,1345.0,6.72,23.3,51.13,64.16,61.83,11.85,11.86,9.83,10.58,12.14,11.71,32.57,55.05,70.36,66.96,7.28,8.79,8.47,5.0,4.78,17841100,3795.34,-9177.56
University of Missouri-St Louis,1225.0,25.98,39.47,50.19,54.07,52.92,17.63,19.29,21.83,18.84,19.05,28.15,46.01,55.51,58.75,56.51,14.42,14.45,14.44,12.57,10.65,17842000,3871.03,-9031.11
Truman State University,1278.0,4.4,31.66,51.53,60.85,58.81,15.93,23.67,16.99,11.38,12.16,6.33,38.4,58.42,68.64,69.69,14.24,20.15,11.72,7.35,6.0,17861500,4018.83,-9258.17
Northwest Missouri State University,1104.0,6.65,31.56,44.79,46.42,44.99,23.68,24.22,22.4,23.85,21.03,11.69,37.76,49.46,52.13,47.39,17.06,14.76,15.8,12.91,10.65,17862400,4035.17,-9488.33
College of the Ozarks,1133.0,7.3,40.52,60.14,64.29,60.26,14.04,17.65,10.14,0.0,6.41,8.02,51.46,65.83,77.35,57.21,10.55,6.8,9.55,0.0,5.77,17869700,3661.6,-9323.82
Rockhurst University,1139.0,12.2,54.82,68.5,72.13,74.03,8.54,10.24,13.39,6.56,0.0,33.56,70.42,78.55,78.36,76.94,6.67,3.94,3.48,2.9,0.0,17904300,3903.23,-9457.3
Saint Louis University,1355.0,10.13,57.5,61.34,71.08,64.2,9.27,10.62,10.22,7.23,8.16,11.51,64.74,69.69,70.91,70.8,6.16,8.11,8.02,6.17,5.43,17915900,3863.68,-9023.51
University of Health Sciences and Pharmacy in St. Louis,1185.0,0.0,57.14,67.09,75.28,80.95,0.0,0.0,0.0,0.0,0.0,0.0,67.31,60.61,85.71,79.05,0.0,0.0,0.0,0.0,0.0,17926500,3863.69,-9026.06
Southwest Baptist University,1101.0,9.17,24.47,39.0,44.06,37.5,27.92,26.16,19.5,25.67,18.4,18.38,34.11,48.63,54.51,48.48,17.66,22.51,18.53,18.45,15.76,17932600,3760.24,-9340.71
Stephens College,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17954800,3895.2,-9231.92
Missouri State University-Springfield,1146.0,11.93,29.45,44.03,47.37,46.1,18.75,21.15,19.93,19.44,17.55,13.09,39.38,51.15,55.13,54.62,11.75,11.59,12.47,12.17,9.93,17956600,3719.93,-9328.13
Washington University in St Louis,1524.0,9.76,81.98,86.67,90.62,90.55,4.71,0.0,3.67,0.0,0.0,4.61,88.8,88.57,91.29,88.73,3.79,0.0,3.14,0.0,0.0,17986700,3864.79,-9031.06
Webster University,1166.0,14.85,36.77,39.61,52.95,55.67,24.42,27.74,31.82,22.95,16.62,13.92,43.17,45.77,52.12,62.52,21.52,22.34,22.88,20.0,13.17,17989400,3858.89,-9034.52
Westminster College,1079.0,0.0,39.58,41.28,39.83,48.33,0.0,16.67,20.18,0.0,0.0,0.0,50.6,39.56,57.41,47.06,0.0,18.07,20.88,0.0,0.0,17994600,3884.94,-9195.53
William Jewell College,1189.0,24.18,49.47,62.61,61.82,55.17,0.0,12.63,0.0,9.09,0.0,22.86,62.11,76.12,68.6,64.71,0.0,6.83,0.0,6.4,0.0,17995500,3924.78,-9441.31
Carroll College,1200.0,0.0,37.5,66.12,54.13,63.41,0.0,19.23,10.74,15.6,0.0,0.0,63.35,64.37,62.09,70.83,0.0,8.07,7.47,7.19,0.0,18010600,4660.08,-11204.03
University of Providence,1070.0,0.0,34.04,31.91,31.96,37.11,25.0,23.4,28.72,28.87,18.56,0.0,37.65,33.02,37.93,45.26,14.85,17.65,19.81,15.17,16.32,18025800,4749.07,-11127.06
Montana Technological University,1172.0,15.56,29.49,46.59,40.45,36.44,31.13,36.32,27.96,32.87,27.68,16.48,28.24,32.22,31.47,30.63,33.52,31.76,35.0,28.88,22.89,18041600,4601.29,-11255.95
Montana State University,1176.0,7.59,26.24,38.6,47.8,42.58,29.36,29.77,31.21,27.2,29.45,11.81,36.21,48.1,52.23,48.27,18.76,20.53,19.55,16.33,16.44,18046100,4566.67,-11104.88
The University of Montana,1126.0,8.45,18.89,26.62,29.5,36.22,40.76,44.6,47.17,43.77,38.19,10.11,21.59,29.28,37.59,41.43,29.23,35.15,35.95,33.36,27.35,18048900,4685.93,-11398.29
Rocky Mountain College,1097.0,0.0,23.48,39.53,46.38,37.98,28.26,31.3,24.81,21.74,20.93,0.0,31.82,48.59,36.21,50.76,17.09,23.48,20.42,19.83,18.18,18059500,4579.65,-10855.41
Yellowstone Christian College,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18071700,4574.23,-10861.69
Concordia University-Nebraska,1151.0,0.0,33.54,49.43,53.75,56.1,16.77,0.0,0.0,0.0,0.0,0.0,56.86,72.12,72.58,67.36,8.59,0.0,0.0,0.0,0.0,18098400,4091.49,-9708.91
Creighton University,1300.0,9.24,68.23,70.82,74.62,67.1,9.24,3.61,7.54,6.06,8.06,14.46,72.56,76.41,82.38,76.42,6.53,4.65,5.01,2.42,3.05,18100200,4126.54,-9594.78
University of Nebraska at Kearney,1097.0,8.63,23.52,40.14,45.3,47.86,23.74,23.28,18.76,25.05,18.09,9.22,31.98,49.55,51.46,53.45,13.2,11.01,10.91,11.52,10.14,18121500,4070.15,-9909.87
Midland University,1076.0,7.63,26.58,37.8,32.42,33.33,22.46,19.83,18.29,18.75,25.15,19.23,48.26,54.25,52.66,48.91,12.09,8.96,13.73,13.53,10.33,18133000,4143.67,-9648.8
University of Nebraska at Omaha,1100.0,12.81,23.48,37.88,42.87,47.29,24.29,25.08,24.94,24.55,20.57,13.09,28.92,45.34,49.52,49.82,19.63,17.03,17.58,15.02,10.79,18139400,4125.88,-9600.85
Nebraska Wesleyan University,1246.0,0.0,43.63,48.45,45.6,44.75,14.72,15.2,15.46,20.33,17.13,0.0,54.14,56.72,63.02,56.14,8.62,8.27,8.58,9.65,11.84,18144600,4083.91,-9664.83
University of Nebraska-Lincoln,1219.0,7.73,36.71,53.8,57.39,58.8,16.01,15.77,13.77,12.35,11.86,9.13,43.89,58.03,61.76,60.54,10.96,8.9,7.89,6.84,6.32,18146400,4081.76,-9670.05
Summit Christian College,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18154300,4182.93,-10367.57
York University,995.0,0.0,0.0,36.26,23.75,38.04,26.09,0.0,29.67,32.5,0.0,0.0,0.0,26.92,33.9,43.28,15.58,0.0,32.69,20.34,0.0,18185300,4086.95,-9757.94
University of Nevada-Reno,1153.0,10.38,36.3,54.81,58.16,56.2,12.94,16.52,15.43,14.5,15.04,14.83,45.06,60.08,65.29,60.61,11.37,10.75,11.57,8.25,8.15,18229000,3954.36,-11981.54
Sierra Nevada University,1050.0,0.0,37.29,38.24,55.26,53.25,0.0,0.0,0.0,0.0,0.0,0.0,35.94,37.5,45.9,65.06,0.0,0.0,0.0,0.0,0.0,18245800,3924.43,-11993.91
Dartmouth College,1508.0,0.0,71.88,84.91,91.22,90.48,0.0,0.0,4.74,0.0,0.0,0.0,82.06,89.88,93.52,91.26,0.0,0.0,5.67,0.0,0.0,18267000,4370.41,-7228.99
University of New Hampshire-Main Campus,1215.0,9.23,57.45,66.9,66.96,68.59,12.78,10.55,12.08,12.81,11.55,10.19,63.71,72.57,72.37,72.55,6.74,6.46,6.71,7.46,5.17,18304400,4313.59,-7093.25
Keene State College,1079.0,6.2,46.22,54.88,60.73,60.77,16.02,17.62,21.46,15.13,12.12,7.39,47.45,53.13,64.29,63.31,9.14,14.76,17.08,8.71,4.48,18306200,4292.65,-7227.93
University of New Hampshire at Manchester,1190.0,9.23,57.45,66.9,66.96,68.59,12.78,10.55,12.08,12.81,11.55,10.19,63.71,72.57,72.37,72.55,6.74,6.46,6.71,7.46,5.17,18307100,4298.72,-7146.88
Saint Anselm College,1234.0,0.0,75.15,68.68,71.93,76.56,0.0,0.0,0.0,0.0,0.0,0.0,84.21,81.96,82.25,80.53,0.0,0.0,0.0,0.0,0.0,18323900,4298.69,-7150.36
Bloomfield College,941.0,4.59,22.31,27.65,36.94,32.52,24.31,28.29,28.57,26.58,21.14,9.82,27.3,41.98,36.05,33.09,22.32,23.36,15.52,17.04,15.56,18382200,4079.51,-7419.43
Caldwell University,1155.0,9.52,44.34,20.78,56.84,47.76,19.05,21.7,49.35,16.84,16.42,5.74,44.07,19.69,62.54,63.67,14.35,15.19,39.0,11.66,10.07,18391000,4083.28,-7427.26
Centenary University,1066.0,23.28,47.33,63.64,62.31,52.25,15.52,17.56,9.09,16.15,16.29,28.14,53.31,65.69,61.47,63.18,13.57,10.33,13.39,11.01,10.85,18397400,4084.76,-7483.36
Felician University,1020.0,10.06,23.65,28.57,52.34,40.76,16.35,18.24,29.41,24.3,23.57,14.58,34.08,49.59,59.03,48.58,14.58,11.73,16.26,12.85,11.37,18461200,4086.73,-7409.65
Georgian Court University,1121.0,18.8,34.68,56.44,54.47,56.76,13.53,18.55,15.84,13.82,0.0,29.26,53.56,67.25,63.35,57.5,11.97,10.84,10.45,7.1,0.0,18477300,4009.96,-7422.82
Rowan University,1181.0,17.51,45.19,58.6,67.62,63.12,15.65,18.98,17.8,15.29,17.24,26.3,50.84,66.32,71.48,69.21,10.05,13.29,11.38,11.58,11.03,18478200,3970.91,-7511.91
New Jersey City University,1015.0,15.06,29.65,36.22,46.31,42.68,27.35,28.19,27.43,22.65,23.57,23.65,38.12,48.43,52.07,50.38,17.56,16.79,16.56,18.71,17.11,18512900,4070.99,-7408.73
Kean University,1023.0,17.93,36.25,46.3,52.02,49.81,22.95,21.19,20.46,21.1,17.88,20.66,42.3,52.92,59.15,58.4,15.5,12.43,13.73,13.92,12.06,18526200,4067.8,-7423.35
Monmouth University,1161.0,12.87,46.84,67.22,73.68,69.39,4.6,8.02,7.42,7.09,5.84,9.67,52.94,70.34,73.91,73.01,3.87,4.07,3.53,2.69,2.25,18557200,4028.01,-7400.64
Montclair State University,1110.0,18.77,45.18,58.81,64.05,61.55,14.84,13.47,17.16,13.62,12.74,17.99,50.54,62.91,70.62,72.83,10.14,10.13,11.07,8.03,6.7,18559000,4086.04,-7419.81
New Jersey Institute of Technology,1314.0,20.06,42.54,57.3,60.98,65.79,10.23,10.77,12.14,14.58,13.34,18.69,45.66,63.8,63.97,69.83,7.58,7.56,9.82,12.13,8.66,18582800,4074.2,-7417.71
Princeton University,1517.0,0.0,81.42,87.78,0.0,85.92,0.0,0.0,0.0,0.0,0.0,0.0,84.13,89.8,0.0,91.47,0.0,0.0,0.0,0.0,0.0,18613100,4034.87,-7465.94
Ramapo College of New Jersey,1197.0,14.95,40.5,51.7,59.72,61.22,14.07,19.58,20.0,15.28,15.55,16.8,56.65,61.84,68.33,71.53,9.58,8.86,13.24,8.03,8.09,18620100,4108.09,-7417.41
