School Name,% of Students receiving Federal Loan,Title 4 Cost Private,No.of programs offered,Tuition FT Enrollment in $,Enrollment,Highest degree awarded,SAT Writing Midpoint,SAT Math Midpoint,SAT Critical Reading Midpoint,SAT Average Overall,ACT Writing Midpoint, ACT Math Midpoint,ACT English Midpoint,ACT Cumulative Midpoint,Retention Rate FT,Completion Rate 4 year (White),Completion Rate 4 year (2 Or More Races),Completion Rate 4 year (Hawaian/Pacific Islander),Completion Rate 4 year (Hispanic),Completion Rate 4 year (Black),Completion Rate 4 year (Asian),Completion Rate 4 year (American Indian),General Completion Rate,id,Latitude,Longitutde
University of Arkansas at Monticello,45.410000000000004,0.0,0.0,4570.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11,39.5,40.0,0.0,45.83,18.240000000000002,33.33,0.0,34.43,106485,33.590909,-91.811153
Baptist Health College Little Rock,79.43,6.0,0.0,5520.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106546,34.713115,-92.40692
Black River Technical College,16.74,0.0,0.0,1836.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106625,36.239793,-90.951033
University of Central Arkansas,43.2,0.0,0.0,5463.0,0,4,495.0,520.0,550.0,1133.0,0.0,21.0,24.0,23.0,70.71,52.96999999999999,37.0,0.0,43.81,36.34,62.0,57.14,47.49,106704,35.077945,-92.457672
Central Baptist College,55.300000000000004,82.0,0.0,9521.0,0,3,428.0,501.0,519.0,1059.0,0.0,20.0,20.0,21.0,65.49000000000001,40.96,0.0,0.0,25.0,18.75,0.0,100.0,38.64,106713,35.083838,-92.445021
Cossatot Community College of the University of Arkansas,0.0,0.0,0.0,2274.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106795,34.043389,-94.3673
Crowley's Ridge College,75.92,51.0,0.0,8153.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.97,25.53,0.0,0.0,0.0,0.0,0.0,0.0,31.580000000000002,106810,36.064845,-90.584395
East Arkansas Community College,6.1,0.0,0.0,1733.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106883,35.041655,-90.767726
Eastern College of Health Vocations-Little Rock,25.990000000000002,48.0,2.0,4244.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106892,34.75128,-92.341891
Paul Mitchell the School-Little Rock,68.85,105.0,3.0,11648.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106908,34.789913,-92.222202
National Park College,36.730000000000004,0.0,0.0,1832.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106980,34.512687,-93.119248
University of Arkansas Community College-Batesville,11.5,0.0,0.0,1385.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106999,35.792923,-91.615852
Harding University,45.61,393.0,0.0,14384.0,0,4,0.0,580.0,595.0,1183.0,0.0,23.0,26.0,24.0,84.22,69.72,56.00000000000001,0.0,51.11,37.74,100.0,100.0,69.42,107044,35.247386,-91.726143
Henderson State University,66.60000000000001,0.0,0.0,3117.0,0,4,0.0,538.0,527.0,1084.0,0.0,21.0,22.0,21.0,56.2,44.269999999999996,41.67,0.0,35.709999999999994,21.08,50.0,44.440000000000005,35.65,107071,34.128155,-93.059703
Hendrix College,42.75,178.0,0.0,10396.0,0,4,0.0,595.0,620.0,1286.0,0.0,25.0,29.0,28.0,80.32000000000001,73.72,40.0,0.0,64.29,61.53999999999999,93.75,100.0,69.6,107080,35.101565,-92.443256
Hot Springs Beauty College,67.5,13.0,4.0,6428.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107099,34.496057,-93.037277
Jefferson Regional School of Nursing,36.08,0.0,1.0,4837.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107123,34.187831,-92.018045
John Brown University,39.12,189.0,0.0,10590.0,0,4,565.0,603.0,608.0,1231.0,7.0,27.0,24.0,26.0,80.25999999999999,72.35000000000001,35.709999999999994,0.0,65.22,0.0,71.43,66.67,67.61,107141,36.189812,-94.560283
Career Academy of Hair Design,65.9,104.0,4.0,9515.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107220,36.167605,-94.12947
Academy of Salon and Spa,60.870000000000005,16.0,3.0,10797.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107293,35.38097,-94.41616
Arkansas State University Mid-South,0.0,0.0,0.0,2146.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107318,35.145736,-90.22285
Arkansas Northeastern College,0.0,0.0,0.0,1525.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107327,35.898597,-89.921005
New Tyler Barber College Inc,22.919999999999998,8.0,2.0,4011.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107442,34.760085,-92.254171
North Arkansas College,9.16,0.0,0.0,1768.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107460,36.219909,-93.08844
Northwest Technical Institute,0.0,0.0,0.0,3258.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107488,36.178032,-94.115346
Ouachita Baptist University,51.85999999999999,298.0,0.0,10448.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.32,70.25,0.0,100.0,26.32,48.480000000000004,100.0,100.0,63.580000000000005,107512,34.126093,-93.052471
Arkansas State University Three Rivers,13.600000000000001,0.0,0.0,2011.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107521,34.378745,-92.821416
Ozarka College,14.13,0.0,0.0,1451.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107549,36.053031,-91.896355
University of the Ozarks,43.54,143.0,0.0,11974.0,0,3,460.0,520.0,520.0,1061.0,0.0,20.0,20.0,21.0,61.050000000000004,46.67,35.709999999999994,0.0,45.83,53.849999999999994,100.0,50.0,48.16,107558,35.476278,-93.467221
University of Arkansas Community College-Morrilton,13.020000000000001,0.0,0.0,2110.0,0,2,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107585,35.172136,-92.728507
Philander Smith College,69.46,83.0,0.0,5613.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.84,0.0,33.33,0.0,50.0,27.85,0.0,0.0,30.36,107600,34.737131,-92.283015
Phillips Community College of the University of Arkansas,0.0,0.0,0.0,959.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107619,34.546155,-90.616884
Southeast Arkansas College,23.45,0.0,0.0,2416.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107637,34.210309,-92.025936
Professional Cosmetology Education Center,59.019999999999996,17.0,2.0,10548.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107655,33.216032,-92.664101
University of Arkansas-Pulaski Technical College,41.699999999999996,0.0,0.0,3173.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107664,34.782783,-92.299184
University of Arkansas Hope-Texarkana,0.0,0.0,0.0,1416.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107725,33.641665,-93.596762
University of Arkansas Community College Rich Mountain,12.53,0.0,0.0,1445.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107743,34.591449,-94.219799
Paul Mitchell the School-Arkansas,57.379999999999995,56.0,1.0,8261.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107789,36.126373,-94.153892
Searcy Beauty College,63.160000000000004,17.0,3.0,11946.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107831,35.239148,-91.735135
Shorter College,78.92,41.0,0.0,20795.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107840,34.75933,-92.261331
Williams Baptist University,64.84,189.0,0.0,8041.0,0,4,0.0,478.0,495.0,1100.0,0.0,20.0,22.0,22.0,21.36,35.24,0.0,0.0,50.0,25.0,0.0,0.0,35.17,107877,36.125676,-90.940277
South Arkansas Community College,18.05,0.0,0.0,2131.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107974,33.209446,-92.666087
Southern Arkansas University Main Campus,73.28,0.0,0.0,5505.0,0,4,0.0,520.0,515.0,1094.0,0.0,20.0,21.0,22.0,64.05999999999999,44.81,40.0,20.0,48.0,29.24,60.0,16.669999999999998,41.27,107983,33.291618,-93.235922
Southern Arkansas University Tech,14.69,0.0,0.0,2182.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107992,33.628367,-92.721629
Velvatex College of Beauty Culture,57.14,8.0,2.0,11224.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108065,34.735685,-92.289597
University of Arkansas-Fort Smith,32.62,0.0,0.0,3065.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.56,26.150000000000002,20.0,0.0,27.08,17.14,33.87,27.589999999999996,28.799999999999997,108092,35.384184,-94.373729
Academy of Art University,49.38,166.0,0.0,32083.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,42.59,21.740000000000002,0.0,25.97,21.43,56.76,0.0,42.78,108232,37.787943,-122.400578
Academy of Chinese Culture and Health Sciences,0.0,0.0,0.0,11530.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108269,37.805972,-122.269839
College of Alameda,0.47000000000000003,0.0,0.0,1341.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108667,37.781017,-122.279303
Allan Hancock College,0.48,0.0,0.0,515.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108807,34.943716,-120.421144
American Academy of Dramatic Arts-Los Angeles,51.89,17.0,0.0,24721.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108852,34.095378,-118.343701
Berkeley School of Theology,0.0,0.0,0.0,10135.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108861,37.865252,-122.256149
American Film Institute Conservatory,0.0,0.0,0.0,35136.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108870,34.10767,-118.310018
American Beauty College,47.14,10.0,4.0,8863.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108977,34.069367,-117.936959
American Career College-Los Angeles,64.88000000000001,50.0,9.0,13398.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109040,34.079323,-118.292481
American Conservatory Theater,0.0,0.0,0.0,31258.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,109086,37.786923,-122.410265
American River College,3.01,0.0,0.0,521.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109208,38.65085,-121.349672
Antelope Valley Community College District,2.74,0.0,0.0,423.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.68,20.93,50.0,29.65,17.78,32.43,50.0,28.09,109350,34.676207,-118.186166
Art Center College of Design,46.86,95.0,0.0,33207.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.04,69.23,100.0,0.0,60.0,50.0,77.38000000000001,0.0,73.68,109651,34.169031,-118.185102
Associated Technical College-Los Angeles,36.4,160.0,1.0,7454.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109721,34.056102,-118.272364
Associated Technical College-San Diego,35.42,13.0,2.0,30233.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109730,32.773178,-117.135196
Azusa Pacific University,47.72,327.0,0.0,19762.0,0,4,0.0,556.0,561.0,1117.0,0.0,21.0,22.0,22.0,79.28,75.24,70.87,52.629999999999995,68.84,59.650000000000006,74.26,50.0,69.05,109785,34.130047,-117.888375
Bakersfield College,0.69,0.0,0.0,466.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.86,20.34,0.0,18.05,11.899999999999999,37.5,0.0,20.919999999999998,109819,35.40911,-118.973753
Barstow Community College,8.959999999999999,0.0,0.0,217.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109907,34.870285,-117.023412
Bellus Academy-Chula Vista,56.379999999999995,25.0,8.0,9661.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109934,32.614773,-117.083738
Bethesda University,20.349999999999998,19.0,0.0,6000.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06,100.0,0.0,0.0,0.0,50.0,20.0,0.0,20.150000000000002,110060,33.842295,-117.941323
Biola University,47.86,428.0,0.0,19084.0,0,4,550.0,600.0,626.0,1228.0,0.0,24.0,27.0,26.0,87.8,75.32,60.0,0.0,60.11,62.5,75.36,0.0,70.72,110097,33.906203,-118.014374
Brownson Technical School,71.3,206.0,1.0,10650.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110194,33.819032,-117.905774
Bryan University,76.52,235.0,0.0,14946.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,23.53,0.0,31.25,34.43,25.0,0.0,27.98,110219,33.437779,-111.944197
Butte College,2.79,0.0,0.0,913.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110246,39.649782,-121.644831
California Institute of Integral Studies,79.59,0.0,0.0,26503.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110316,37.774924,-122.416102
Cabrillo College,0.95,0.0,0.0,1158.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110334,36.989448,-121.924797
California Baptist University,64.67,1000.0,0.0,18785.0,0,4,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.66,66.14,62.9,57.14,51.839999999999996,41.56,66.07,25.0,59.330000000000005,110361,33.929321,-117.425619
California College of the Arts,27.279999999999998,87.0,0.0,30947.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.19999999999999,47.92,0.0,100.0,64.52,42.86,81.82000000000001,0.0,66.28,110370,37.767485,-122.399451
University of California-Hastings College of Law,0.0,0.0,0.0,27148.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110398,37.781137,-122.4157
California Institute of Technology,3.88,61.0,0.0,13812.0,0,4,765.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,99.11,93.06,90.0,0.0,88.89,100.0,96.39999999999999,0.0,92.25999999999999,110404,34.137349,-118.125878
California Lutheran University,53.42,320.0,0.0,19924.0,0,4,545.0,595.0,595.0,1200.0,0.0,25.0,25.0,26.0,83.27,74.91,68.66,0.0,73.50999999999999,68.75,75.0,100.0,72.37,110413,34.224566,-118.878924
California Polytechnic State University-San Luis Obispo,22.75,0.0,0.0,10447.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.63000000000001,87.63,83.99,100.0,81.28,70.0,83.64,85.71,84.27,110422,35.299513,-120.657311
Alliant International University-San Diego,18.790000000000003,0.0,0.0,22639.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.36,110468,32.897056,-117.094398
California State University-Bakersfield,24.099999999999998,0.0,0.0,4010.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13,48.980000000000004,40.38,33.33,47.71,39.81,56.989999999999995,50.0,46.93,110486,35.350005,-119.104711
California State University-Stanislaus,21.98,0.0,0.0,4091.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33,63.71,70.0,44.440000000000005,54.84,52.94,62.5,50.0,57.440000000000005,110495,37.52577,-120.852511
California State University-San Bernardino,20.53,0.0,0.0,3229.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.03999999999999,62.71,56.410000000000004,40.0,56.879999999999995,44.62,59.31999999999999,42.86,57.809999999999995,110510,34.182622,-117.323801
California State Polytechnic University-Pomona,23.49,0.0,0.0,4224.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.68,76.27000000000001,71.85000000000001,40.0,62.61,62.5,82.32000000000001,100.0,68.58999999999999,110529,34.057912,-117.821476
California State University-Chico,34.38,0.0,0.0,4926.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.88,72.28,63.29,100.0,61.9,43.02,61.29,22.220000000000002,65.25,110538,39.729712,-121.844859
California State University-Dominguez Hills,20.1,0.0,0.0,3824.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32000000000001,62.96000000000001,47.83,0.0,53.52,39.09,59.77,0.0,50.0,110547,33.864766,-118.255917
California State University-Fresno,17.49,0.0,0.0,3385.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.91,67.88,52.17,75.0,55.879999999999995,38.1,54.379999999999995,40.0,57.05,110556,36.811154,-119.744569
California State University-Fullerton,19.13,0.0,0.0,5270.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.81,72.17,75.5,28.57,67.2,71.43,79.94,71.43,70.08,110565,33.881506,-117.885446
California State University-East Bay,27.27,0.0,0.0,5652.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,59.86,48.75,43.75,43.669999999999995,40.5,60.41,40.0,47.67,110574,37.657694,-122.054135
California State University-Long Beach,23.07,0.0,0.0,4712.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.29,78.78,75.19,38.46,73.68,64.67,80.19,85.71,74.42,110583,33.782818,-118.11204
California State University-Los Angeles,17.669999999999998,0.0,0.0,3335.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.09,60.4,44.12,100.0,49.62,48.51,64.63,25.0,52.129999999999995,110592,34.066927,-118.168965
California State University-Northridge,21.36,0.0,0.0,4251.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85,69.62,56.00000000000001,33.33,50.17,40.949999999999996,66.18,40.0,54.410000000000004,110608,34.240126,-118.529319
California State University-Sacramento,23.810000000000002,0.0,0.0,5330.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.91000000000001,61.160000000000004,51.470000000000006,53.849999999999994,56.79,48.08,60.0,33.33,55.57,110617,38.559415,-121.423549
University of California-Berkeley,14.81,0.0,0.0,21095.0,0,4,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.15,93.12,91.86999999999999,75.0,85.39999999999999,81.44,95.75,76.92,92.58,110635,37.871918,-122.260463
University of California-Davis,23.68,0.0,0.0,18166.0,0,4,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.05,88.2,86.75,95.65,82.41000000000001,82.46,91.4,100.0,86.6,110644,38.539667,-121.749567
University of California-Irvine,20.04,0.0,0.0,15318.0,0,4,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.47,82.49,84.95,75.0,76.58,78.9,89.92,75.0,84.31,110653,33.648434,-117.841248
University of California-Los Angeles,12.24,0.0,0.0,18698.0,0,4,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.93,93.21000000000001,92.83,77.27000000000001,88.81,79.79,95.00999999999999,88.89,91.71000000000001,110662,34.07178,-118.442179
University of California-Riverside,33.73,0.0,0.0,12175.0,0,4,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.17,72.05,76.86,66.67,74.83,69.49,80.19,40.0,76.88000000000001,110671,33.97246,-117.32741
University of California-San Diego,24.6,0.0,0.0,18651.0,0,4,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,88.75999999999999,91.84,72.72999999999999,81.93,82.46,93.47,100.0,88.28,110680,32.877749,-117.235866
University of California-San Francisco,0.0,0.0,0.0,22058.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110699,37.763737,-122.458489
University of California-Santa Barbara,16.8,0.0,0.0,16684.0,0,4,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.19,87.87,83.63000000000001,83.33,81.36,76.42,89.33,66.67,84.66,110705,34.416297,-119.846426
University of California-Santa Cruz,23.400000000000002,0.0,0.0,12748.0,0,4,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.86,77.55,78.89,72.72999999999999,73.85000000000001,59.019999999999996,84.85000000000001,100.0,76.75,110714,36.995584,-122.058801
Sofia University,20.0,0.0,0.0,6312.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110778,37.430325,-122.10866
California Beauty School,51.11,5.0,4.0,14225.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110875,37.645217,-120.99689
California Christian College,0.0,0.0,0.0,16108.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110918,36.749366,-119.711123
Haven University,0.0,0.0,0.0,6542.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,111045,33.777392,-117.939412
California Hair Design Academy,40.31,2.0,5.0,11698.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111054,32.765221,-117.024261
California Institute of the Arts,38.85,36.0,0.0,31921.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.51,72.94,0.0,0.0,80.95,75.0,73.33,50.0,69.08,111081,34.39327,-118.566837
California State University Maritime Academy,41.68,0.0,0.0,7206.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.96,71.93,70.83,0.0,60.0,50.0,68.0,0.0,64.55,111188,38.069061,-122.231551
California Western School of Law,0.0,0.0,0.0,33424.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111391,32.722192,-117.162416
Canada College,0.31,0.0,0.0,1243.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111434,37.44877,-122.265398
College of the Canyons,0.7799999999999999,0.0,0.0,850.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111461,34.403993,-118.568698
Career Academy of Beauty,48.089999999999996,9.0,6.0,12460.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111513,33.781018,-118.031697
Casa Loma College-Los Angeles,65.68,12.0,5.0,14499.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,57.14,0.0,0.0,55.559999999999995,100.0,100.0,0.0,47.15,111638,34.192829,-118.457781
CET-San Diego,21.18,24.0,3.0,13109.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111708,32.711302,-117.105328
CET-San Jose,30.330000000000002,25.0,10.0,13268.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111717,37.322723,-121.88698
CET-El Centro,9.45,3.0,5.0,13887.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111726,32.790908,-115.549079
