School Name,% of Students receiving Federal Loan,Title 4 Cost Private,No.of programs offered,Tuition FT Enrollment in $,Enrollment,Highest degree awarded,SAT Writing Midpoint,SAT Math Midpoint,SAT Critical Reading Midpoint,SAT Average Overall,ACT Writing Midpoint, ACT Math Midpoint,ACT English Midpoint,ACT Cumulative Midpoint,Retention Rate FT,Completion Rate 4 year (White),Completion Rate 4 year (2 Or More Races),Completion Rate 4 year (Hawaian/Pacific Islander),Completion Rate 4 year (Hispanic),Completion Rate 4 year (Black),Completion Rate 4 year (Asian),Completion Rate 4 year (American Indian),General Completion Rate,id,Latitude,Longitutde
Mills College,49.26,89.0,0.0,18343.0,0,4,590.0,660.0,736.0,1395.0,0.0,26.0,33.0,31.0,61.79,62.5,70.0,0.0,60.529999999999994,85.71,73.33,0.0,64.72,118888,37.781425,-122.182294
MiraCosta College,1.6099999999999999,0.0,0.0,857.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.72,28.21,33.33,32.550000000000004,20.0,42.68,50.0,35.699999999999996,118912,33.190483,-117.302606
Mission College,0.25,0.0,0.0,1222.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118930,37.391935,-121.980783
Modern Beauty Academy,33.33,7.0,4.0,2778.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118958,34.195384,-119.181423
Modesto Junior College,0.01,0.0,0.0,579.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,0.0,16.580000000000002,19.05,30.680000000000003,16.669999999999998,21.37,118976,37.651056,-121.009792
Moler Barber College,40.410000000000004,63.0,4.0,7244.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118994,37.827075,-122.265352
Middlebury Institute of International Studies at Monterey,38.46,0.0,0.0,22058.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119058,36.599736,-121.897325
Monterey Peninsula College,0.95,0.0,0.0,833.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119067,36.590558,-121.884931
Moorpark College,0.66,0.0,0.0,1074.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119137,34.301146,-118.834528
Mt San Antonio College,0.37,0.0,0.0,713.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119164,34.047764,-117.846629
Mount Saint Mary's University,70.46,321.0,0.0,22501.0,0,4,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08,64.71000000000001,33.33,0.0,59.5,50.0,66.67,0.0,58.95,119173,34.085315,-118.482879
Mt San Jacinto Community College District,0.04,0.0,0.0,617.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119216,33.806748,-116.971169
Musicians Institute,26.88,30.0,0.0,16843.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67,46.97,46.67,100.0,51.61,22.220000000000002,75.0,0.0,51.559999999999995,119270,34.101265,-118.337582
Napa Valley College,0.61,0.0,0.0,885.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119331,38.274081,-122.274381
National Holistic Institute,74.72,363.0,5.0,11742.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119553,37.841898,-122.287672
National University,25.46,2.0,0.0,13219.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.57,0.0,0.0,57.14,100.0,0.0,0.0,46.67,119605,32.909894,-117.243026
Naval Postgraduate School,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119678,36.597159,-121.874248
Newschool of Architecture and Design,49.86,25.0,0.0,18139.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.43,46.150000000000006,100.0,0.0,44.440000000000005,0.0,100.0,0.0,48.309999999999995,119775,32.71331,-117.153305
North Adrian's College of Beauty Inc,38.26,63.0,6.0,9730.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119951,37.677778,-120.992753
North-West College-Pomona,69.89999999999999,158.0,6.0,14274.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120069,34.062043,-117.751227
North-West College-West Covina,66.58,242.0,10.0,15048.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120078,34.072071,-117.949583
North-West College-Van Nuys,54.010000000000005,113.0,7.0,14914.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120087,34.189497,-118.450184
San Francisco Bay University,0.0,0.0,0.0,10530.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,120166,37.477991,-121.925953
Notre Dame de Namur University,51.18000000000001,0.0,0.0,17384.0,0,4,460.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,72.72999999999999,50.0,75.0,54.120000000000005,45.45,56.00000000000001,0.0,51.580000000000005,120184,37.517111,-122.284794
Occidental College,32.79,218.0,0.0,27914.0,0,3,648.0,710.0,705.0,1422.0,0.0,30.0,33.0,32.0,91.79,85.19,87.18,100.0,78.02,87.5,77.14,0.0,83.28999999999999,120254,34.127124,-118.210908
Ohlone College,0.51,0.0,0.0,1186.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120290,37.52773,-121.916339
Orange Coast College,1.53,0.0,0.0,1086.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120342,33.66927,-117.909086
Otis College of Art and Design,47.38,121.0,0.0,25693.0,0,4,0.0,590.0,655.0,1237.0,0.0,23.0,27.0,25.0,78.13,63.63999999999999,100.0,0.0,75.0,76.92,74.0,0.0,71.1,120403,33.956607,-118.416615
Oxnard College,0.7100000000000001,0.0,0.0,679.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120421,34.166104,-119.157604
Hope International University,79.14999999999999,74.0,0.0,9914.0,0,4,460.0,570.0,520.0,1090.0,0.0,0.0,0.0,0.0,65.56,32.35,52.629999999999995,0.0,27.589999999999996,50.0,100.0,50.0,44.9,120537,33.87616,-117.88573
Concorde Career College-San Diego,68.0,170.0,7.0,17343.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120661,32.702814,-117.102845
Palo Alto University,51.32,0.0,0.0,27049.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120698,37.382216,-122.187437
Pacific Oaks College,79.03,0.0,0.0,23473.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120768,34.153382,-118.151323
Pacific School of Religion,0.0,0.0,0.0,10932.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120795,37.87669,-122.263155
Pacific States University,0.0,0.0,0.0,8789.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,120838,34.061315,-118.298408
Pacific Union College,64.29,118.0,0.0,16952.0,0,4,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.95,40.38,41.67,75.0,38.03,16.669999999999998,50.82,100.0,46.150000000000006,120865,38.570585,-122.440308
University of the Pacific,42.99,469.0,0.0,32783.0,0,4,560.0,630.0,620.0,1265.0,0.0,26.0,28.0,28.0,84.5,65.33,71.78999999999999,60.0,66.67,57.69,74.17,71.43,69.78999999999999,120883,37.981424,-121.312301
Palo Verde College,0.0,0.0,0.0,395.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120953,33.661538,-114.651698
Palomar College,0.47000000000000003,0.0,0.0,974.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120971,33.149483,-117.183978
Pasadena City College,0.47000000000000003,0.0,0.0,1201.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121044,34.144552,-118.118196
Pepperdine University,35.410000000000004,413.0,0.0,28457.0,0,4,600.0,680.0,670.0,1342.0,9.0,26.0,29.0,28.0,93.38,82.50999999999999,86.11,100.0,84.31,92.31,84.61999999999999,75.0,85.57000000000001,121150,34.037786,-118.707077
Pitzer College,24.4,69.0,0.0,42755.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.15,85.11999999999999,90.48,0.0,94.12,86.67,91.43,100.0,85.79,121257,34.104107,-117.706675
Platt College-San Diego,39.58,9.0,0.0,20112.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,100.0,0.0,100.0,50.0,0.0,0.0,68.57,121275,32.76373,-117.063483
Point Loma Nazarene University,50.029999999999994,341.0,0.0,21300.0,0,4,560.0,620.0,640.0,1256.0,0.0,25.0,28.0,26.0,84.11999999999999,73.58,66.67,88.89,72.67,72.72999999999999,77.78,50.0,72.39999999999999,121309,32.718391,-117.250265
Pomona College,3.83,97.0,0.0,21561.0,0,3,725.0,770.0,750.0,1520.0,0.0,33.0,35.0,34.0,95.73,90.14999999999999,80.77,100.0,94.37,97.44,94.83,0.0,93.52000000000001,121345,34.099027,-117.714556
Porterville College,0.0,0.0,0.0,327.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121363,36.049256,-119.014368
Professional Institute of Beauty,29.220000000000002,9.0,2.0,4587.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121433,34.075561,-118.039028
Santa Ana College,0.44,0.0,0.0,610.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.44,45.45,0.0,23.919999999999998,23.53,52.22,0.0,28.449999999999996,121619,33.759309,-117.887558
Pardee RAND Graduate School,0.0,0.0,0.0,10258.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121628,34.00973,-118.490655
Shasta School of Cosmetology,0.0,7.0,5.0,2084.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121637,40.597114,-122.387248
University of Redlands,56.89999999999999,442.0,0.0,16487.0,0,4,0.0,580.0,615.0,1231.0,0.0,0.0,0.0,29.0,80.75,69.77,66.67,75.0,70.0,55.559999999999995,66.67,50.0,70.47,121691,34.064218,-117.163218
College of the Redwoods,4.29,0.0,0.0,802.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121707,40.698427,-124.195293
Salon Success Academy-Upland,54.84,22.0,4.0,12405.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121859,34.108247,-117.631783
Salon Success Academy-Corona,56.99999999999999,26.0,3.0,9029.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121868,33.847649,-117.535638
Rio Hondo College,0.24,0.0,0.0,205.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84,33.33,0.0,22.5,0.0,52.5,0.0,22.63,121886,34.019821,-118.033506
Riverside City College,0.73,0.0,0.0,784.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121901,33.970918,-117.384323
Dongguk University Los Angeles,0.0,0.0,0.0,7373.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122117,34.06597,-118.289523
Sacramento City College,3.29,0.0,0.0,557.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122180,38.541096,-121.491139
Saddleback College,0.62,0.0,0.0,1400.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122205,33.553346,-117.665584
Samuel Merritt University,57.199999999999996,0.0,0.0,34383.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122296,37.82029,-122.266331
San Diego City College,0.67,0.0,0.0,648.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122339,32.717403,-117.152733
San Diego Mesa College,0.9400000000000001,0.0,0.0,546.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.730000000000004,23.53,53.33,23.21,19.509999999999998,54.2,33.33,29.81,122375,32.803825,-117.169165
San Diego Miramar College,0.47000000000000003,0.0,0.0,552.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122384,32.909757,-117.120261
San Diego State University,19.66,0.0,0.0,6662.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.08,79.36999999999999,71.55,83.33,74.86,74.26,82.09,57.89,76.05,122409,32.77525,-117.071228
University of San Diego,32.7,411.0,0.0,29522.0,0,4,595.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,91.94,81.43,73.21,50.0,81.58,68.08999999999999,85.0,71.43,80.25,122436,32.770816,-117.192073
San Francisco Art Institute,19.23,0.0,0.0,42361.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.13,37.5,0.0,27.779999999999998,25.0,16.669999999999998,0.0,35.370000000000005,122454,37.803575,-122.417
San Francisco Conservatory of Music,27.57,25.0,0.0,22541.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07,81.82000000000001,100.0,0.0,100.0,100.0,66.67,0.0,69.86,122506,37.775543,-122.420292
San Francisco State University,22.95,0.0,0.0,5167.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.52,53.26,58.43000000000001,36.36,48.96,43.22,62.7,33.33,54.42,122597,37.721224,-122.476799
University of San Francisco,44.43,642.0,0.0,29262.0,0,4,570.0,645.0,645.0,1305.0,9.0,27.0,30.0,29.0,86.33,68.85,71.43,80.0,83.0,67.39,83.09,50.0,73.38,122612,37.776618,-122.450477
San Joaquin College of Law,0.0,0.0,0.0,25986.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122649,36.82448,-119.697657
San Joaquin Delta College,0.54,0.0,0.0,201.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122658,37.995562,-121.317597
San Joaquin Valley College-Visalia,60.18,109.0,31.0,7466.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,20.0,0.0,32.5,17.549999999999997,43.75,33.33,30.220000000000002,122685,36.328049,-119.384981
San Joaquin Valley College-Bakersfield,63.41,23.0,23.0,7794.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122694,35.352848,-119.062071
William Jessup University,65.68,115.0,0.0,14061.0,0,4,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.59,71.05,0.0,0.0,45.45,50.0,40.0,50.0,55.589999999999996,122728,38.819728,-121.292312
San Jose City College,0.66,0.0,0.0,1094.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122746,37.315827,-121.926185
San Jose State University,19.11,0.0,0.0,6987.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.51,65.4,66.49000000000001,81.82000000000001,58.78,63.41,79.23,100.0,67.17,122755,37.336569,-121.880621
College of San Mateo,0.41000000000000003,0.0,0.0,1157.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122791,37.535698,-122.334801
Santa Barbara Business College-Bakersfield,16.16,0.0,0.0,15071.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,67.86,50.0,0.0,50.0,62.86000000000001,122834,35.359544,-119.061264
Santa Barbara City College,4.2299999999999995,0.0,0.0,1658.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122889,34.406788,-119.698045
Santa Clara University,22.81,379.0,0.0,34256.0,0,4,0.0,725.0,685.0,1418.0,0.0,0.0,0.0,32.0,94.35,91.02,86.14,100.0,91.96,76.47,94.69,100.0,91.42,122931,37.348362,-121.93784
Santa Monica College,0.89,0.0,0.0,2388.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25,26.52,0.0,21.57,13.700000000000001,44.26,66.67,31.34,122977,34.017022,-118.469765
Santa Rosa Junior College,0.38999999999999996,0.0,0.0,1009.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123013,38.45709,-122.718974
Saybrook University,0.0,0.0,0.0,34345.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123095,34.153103,-118.152155
Scripps College,18.8,62.0,0.0,36372.0,0,4,692.0,720.0,730.0,1456.0,9.0,30.0,35.0,33.0,96.55,81.39999999999999,80.0,0.0,77.78,69.23,92.5,0.0,84.92,123165,34.104147,-117.711294
College of the Sequoias,0.44,0.0,0.0,531.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123217,36.323877,-119.315182
Shasta Bible College and Graduate School,19.35,2.0,0.0,5717.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67,123280,40.566034,-122.314419
Shasta College,4.09,0.0,0.0,578.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,16.98,0.0,20.72,6.67,35.0,12.5,22.439999999999998,123299,40.625731,-122.317982
Sierra College,1.7500000000000002,0.0,0.0,847.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123341,38.790773,-121.211688
Sierra College of Beauty,0.0,119.0,4.0,7118.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123350,37.306975,-120.495874
Trinity Law School,0.0,0.0,0.0,23468.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123448,33.766071,-117.852059
Simpson University,61.63999999999999,54.0,0.0,17658.0,0,4,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,55.26,0.0,0.0,50.0,0.0,66.67,0.0,43.32,123457,40.61334,-122.332981
College of the Siskiyous,6.74,0.0,0.0,1729.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123484,41.413005,-122.38909
Charles A Jones Career and Education Center,18.970000000000002,0.0,7.0,6940.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123493,38.516233,-121.440796
Skyline College,0.24,0.0,0.0,1042.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.45,36.11,0.0,38.81,10.0,42.11,0.0,40.760000000000005,123509,37.63042,-122.467335
San Bernardino Valley College,0.0,0.0,0.0,575.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123527,34.086353,-117.313248
Saint Mary's College of California,64.95,357.0,0.0,23311.0,0,4,560.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,88.25,74.42999999999999,61.36000000000001,57.14,75.14999999999999,62.07,73.68,66.67,73.2,123554,37.840731,-122.109031
Solano Community College,0.66,0.0,0.0,680.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.680000000000003,20.29,0.0,30.599999999999998,10.96,41.67,0.0,28.32,123563,38.235881,-122.122368
Sonoma State University,25.71,0.0,0.0,5677.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.12,62.63999999999999,55.26,0.0,60.589999999999996,40.43,50.51,50.0,60.0,123572,38.340274,-122.677066
South Baylo University,0.0,0.0,0.0,8842.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123633,33.848291,-117.958416
South Coast College,81.89,3.0,0.0,7188.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123642,33.78818,-117.874031
Vanguard University of Southern California,88.29,527.0,0.0,18264.0,0,4,0.0,535.0,555.0,1098.0,0.0,0.0,0.0,22.0,75.14,67.7,50.0,50.0,57.75,46.43,90.0,0.0,61.99,123651,33.662686,-117.900911
Concorde Career College-Garden Grove,69.52000000000001,84.0,8.0,18795.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123679,33.774741,-117.938395
Southwestern College,0.64,0.0,0.0,428.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123800,32.640281,-116.996803
Starr King School for the Ministry,0.0,0.0,0.0,17213.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123916,37.781425,-122.182294
Marshall B Ketchum University,0.0,0.0,0.0,47489.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123943,33.889348,-117.886229
Southern California Institute of Architecture,49.8,5.0,0.0,33021.0,0,4,518.0,670.0,625.0,1295.0,9.0,0.0,0.0,0.0,92.58999999999999,100.0,0.0,0.0,100.0,0.0,100.0,0.0,75.38,123952,34.044215,-118.232799
University of Southern California,23.02,1395.0,0.0,37787.0,0,4,700.0,755.0,720.0,1484.0,0.0,33.0,35.0,34.0,96.33,92.04,90.12,66.67,94.06,84.03,94.11,100.0,91.88,123961,34.021281,-118.284169
Southwestern Law School,0.0,0.0,0.0,40107.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123970,34.061558,-118.288375
Taft College,0.27,0.0,0.0,822.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124113,35.149343,-119.459751
Claremont School of Theology,0.0,0.0,0.0,11645.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124283,34.107602,-117.715256
Thomas Aquinas College,71.0,86.0,0.0,15549.0,0,3,645.0,610.0,665.0,1284.0,7.0,25.0,29.0,28.0,88.52,84.75,100.0,0.0,77.78,100.0,100.0,100.0,85.03,124292,34.429009,-119.087141
Epic Bible College & Graduate School,55.46,0.0,0.0,12650.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,124487,38.645152,-121.362642
UEI College-Huntington Park,75.28,312.0,7.0,8844.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124681,33.986057,-118.226206
Concorde Career College-San Bernardino,69.36,159.0,9.0,19369.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124706,34.066823,-117.283995
Concorde Career College-North Hollywood,72.82,95.0,7.0,20105.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124937,34.186407,-118.403627
Ventura College,0.6799999999999999,0.0,0.0,847.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125028,34.277393,-119.230604
The Santa Barbara and Ventura Colleges of Law at Ventura,0.0,0.0,0.0,9574.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125037,34.25747,-119.232988
Bridges Beauty College,23.91,11.0,4.0,6577.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125082,34.528602,-117.303933
